isTest,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9,fea10,fea11,fea12,fea13,fea14,fea15,fea16,fea17,fea18,fea19,fea20,fea21,fea22,fea23,fea24,sid,class
0,-0.390231,-1.716338,-0.914928,1.704254,0.98298,0.425455,-0.561919,-0.719628,-0.418661,1.014903,-0.001177,0.329823,-0.494346,-1.333699,-0.705693,1.413196,0.617389,0.372489,-0.313351,-1.493714,-0.795549,1.482137,0.905817,0.316459,7,1.0
0,-0.672736,-1.720949,-0.707781,1.01152,-1.436866,-1.240077,-0.685902,-0.681672,0.123728,0.775214,-0.700873,-0.209159,-0.768249,-1.261308,-0.354534,1.000887,-1.109986,-0.662305,-0.661274,-1.459758,-0.724819,0.965752,-1.232276,-1.164544,8,6.0
0,-0.613831,-2.01153,-0.840034,2.085907,-0.867428,-0.93827,-0.657269,-0.78075,-0.216128,1.078886,-0.449789,-0.238314,-0.661434,-1.628152,-0.665099,1.645948,-0.690389,-0.591825,-0.474719,-1.742968,-0.932967,1.889885,-0.899573,-0.935693,9,3.0
0,-0.520782,-1.752199,-0.458174,0.466866,-1.822529,-0.639578,-0.599395,-0.690714,0.010813,0.678501,-0.761811,-0.298878,-0.623742,-1.335085,-0.304998,0.622112,-1.341663,-0.534913,-0.444969,-1.42914,-0.506288,0.652226,-1.515566,-0.582302,10,2.0
0,-0.648353,-1.70944,-0.481527,0.682272,-1.641623,-0.920057,-0.60543,-0.699878,0.054488,0.652535,-0.675338,-0.347689,-0.684352,-1.267573,-0.277803,0.727008,-1.199345,-0.727571,-0.538495,-1.469598,-0.323649,0.67683,-1.328946,-0.751545,11,6.0
0,-0.4825,-1.567426,-0.938124,0.645194,-1.626566,-0.657448,-0.76914,-0.457588,-0.097446,0.596467,-0.738157,-0.02368,-0.611563,-1.0473,-0.602118,0.668987,-1.236379,-0.384778,-0.646606,-1.488732,-0.846769,0.451504,-1.469131,-0.585589,12,1.0
0,-1.794052,-0.613132,-1.428652,2.092219,-0.649117,-1.136309,-1.021891,-0.365535,-0.473798,1.062931,-0.493637,-0.309692,-1.519698,-0.605409,-1.08186,1.620112,-0.588049,-0.761225,-1.589632,-0.55038,-1.414527,1.771095,-0.55887,-1.082446,13,4.0
0,-0.509509,-1.908799,-0.85524,0.522035,-1.933204,-0.786883,-0.563779,-0.774145,-0.158074,0.540724,-0.743935,-0.263436,-0.55949,-1.467904,-0.570132,0.603667,-1.472949,-0.58949,-0.392172,-1.599077,-0.81368,0.659549,-1.725536,-0.74022,14,6.0
0,-0.526584,-2.162003,-1.107534,0.715072,-2.325792,-0.264983,-0.75487,-0.893913,-0.501141,0.551904,-1.085801,0.186503,-0.635897,-1.760471,-0.93242,0.643125,-1.907526,-0.100514,-0.650175,-1.939968,-1.130634,0.554665,-2.194059,-0.348457,15,3.0
0,-0.600575,-1.781661,-0.647414,0.615272,-1.733694,-0.802569,-0.571599,-0.730561,-0.063565,0.607048,-0.763521,-0.304469,-0.612395,-1.386375,-0.38924,0.61287,-1.419007,-0.644595,-0.694677,-1.675878,-0.419081,0.417164,-1.50431,-0.826966,16,2.0
0,-0.561165,-1.699334,-0.704825,0.607638,-1.731432,-0.501069,-0.550282,-0.717957,-0.063122,0.607017,-0.761354,-0.25598,-0.594772,-1.306896,-0.386104,0.60397,-1.377061,-0.451547,-0.644233,-1.589603,-0.477719,0.686997,-1.623271,-0.528494,17,3.0
0,-0.623196,-1.592917,-0.652102,1.714391,-1.296113,-0.363242,-0.689132,-0.737281,-0.191884,0.895862,-0.650375,0.006697,-0.680046,-1.36315,-0.499475,1.410949,-1.044961,-0.191498,-0.533685,-1.442228,-0.677971,1.652274,-1.088199,-0.408278,18,2.0
0,-0.617638,-1.616965,-0.897615,2.111707,-0.50011,0.143654,-0.694229,-0.607069,-0.268734,0.98089,-0.353937,0.222199,-0.691389,-1.257068,-0.719292,1.686186,-0.482216,0.208063,-0.767992,-1.515822,-0.793605,2.009597,-0.390569,0.124775,19,2.0
0,-0.260147,-1.415639,-1.202403,0.683614,0.790625,-0.876711,-0.630181,-0.623395,-0.240631,0.689976,-0.097815,-0.679658,-0.540312,-1.061557,-0.779486,0.666957,0.539701,-0.857423,-0.423394,-1.139853,-1.091098,0.742945,0.646617,-0.935262,20,6.0
0,0.68506,-0.780765,-1.062241,0.466689,-0.241091,-0.864795,-0.611724,-0.645148,-0.711418,0.604226,-0.945527,0.100185,0.114978,-0.803324,-1.07957,0.529288,-0.566373,-0.793478,0.436054,-0.612713,-0.930977,0.461045,-0.292584,-0.561648,21,4.0
0,-0.43929,-2.092366,-1.038359,0.9398,-2.226243,0.202673,-0.696179,-0.786898,-0.515099,0.546893,-0.963072,0.415269,-0.562545,-1.565756,-0.838858,0.843472,-1.774297,0.368332,-0.6428,-1.846073,-0.919336,0.812631,-2.219924,0.117082,22,3.0
0,-0.616019,-1.708809,-0.818056,0.461203,-1.72768,-0.755341,-0.702337,-0.729891,-0.223505,0.59732,-0.768362,-0.177755,-0.665566,-1.397822,-0.618163,0.536028,-1.391986,-0.555905,-0.536668,-1.477359,-0.834831,0.360454,-1.543493,-0.741279,23,5.0
0,-1.683419,0.083698,-1.543132,1.043427,0.53465,-1.767865,-1.028086,-0.270154,-0.360946,0.949028,-0.233873,-0.700555,-1.438788,-0.080344,-1.019424,1.017003,0.251937,-1.34481,-1.712301,0.034562,-1.319085,1.006834,0.218511,-1.676773,24,4.0
0,0.441814,0.066764,-0.417872,-0.581304,-0.670784,-0.812241,-0.590723,-0.677016,-0.401578,0.652479,-0.87774,-0.523161,0.104759,-0.263369,-0.754957,-0.218486,-0.506998,-0.757567,0.425811,-0.415392,-0.614052,-0.3031,-0.344056,-0.688694,1,4.0
0,-0.547966,-1.599226,-0.82469,1.157087,-1.481245,-0.589063,-0.683274,-0.673065,-0.168387,0.840362,-0.605519,-0.042702,-0.644577,-1.241159,-0.629906,1.090538,-1.164064,-0.410366,-0.564758,-1.409226,-0.864928,1.229323,-1.288464,-0.563642,2,3.0
0,-0.586267,-1.670577,-0.681622,2.121718,-0.040229,-0.258784,-0.651513,-0.753983,-0.187785,1.120349,-0.02476,-0.005731,-0.651796,-1.295994,-0.502843,1.706585,0.007989,-0.138973,-0.680162,-1.494683,-0.508207,2.002253,-0.13353,-0.322276,3,3.0
0,0.415378,0.323102,-1.385811,0.011704,0.329149,-1.070016,-0.503385,-0.469119,-0.670592,0.488811,-0.91553,-0.433388,0.05309,0.018105,-1.206122,0.34711,-0.110847,-0.838793,0.064916,0.303631,-1.170914,0.020314,0.287543,-0.932376,4,4.0
0,-0.687561,-1.985408,-0.811523,2.342902,-0.210405,-0.71804,-0.655669,-0.741303,-0.257123,1.228602,-0.149176,-0.183613,-0.632901,-1.584629,-0.69834,1.870437,-0.210021,-0.455142,-0.507117,-1.720324,-0.816821,2.129613,-0.427188,-0.756385,5,3.0
0,-2.168839,-0.775838,-0.717899,2.115221,-0.658334,-0.010648,-1.104395,-0.326803,-0.188332,1.015776,-0.365809,0.016036,-1.774711,-0.607246,-0.491703,1.690334,-0.51366,0.002393,-2.114138,-0.553243,-0.486965,2.058362,-0.516677,-0.03784,6,5.0
0,-0.404127,-1.717108,-0.898376,1.335167,1.030083,0.392264,-0.55878,-0.714165,-0.417673,0.948621,0.100325,0.334276,-0.493725,-1.31784,-0.698229,1.203793,0.577063,0.341812,-0.320268,-1.517599,-0.795369,1.23694,0.752072,0.222133,7,1.0
0,-0.736378,-1.588647,-0.798596,1.251946,-1.078082,-1.401201,-0.76196,-0.606443,0.145053,0.883566,-0.681953,-0.253709,-0.837291,-1.187533,-0.43338,1.182948,-0.896153,-0.788108,-0.749393,-1.323305,-0.804698,1.209082,-0.916847,-1.257414,8,6.0
0,-0.60829,-1.963809,-0.816927,2.195046,-0.515742,-0.889236,-0.642651,-0.764533,-0.218245,1.132883,-0.296002,-0.260495,-0.645134,-1.589879,-0.656247,1.719264,-0.438892,-0.596723,-0.472311,-1.737234,-0.905385,1.98412,-0.636728,-0.913703,9,3.0
0,-0.519242,-1.768994,-0.470962,0.471926,-1.826281,-0.63768,-0.602732,-0.694772,0.01173,0.681625,-0.766309,-0.298611,-0.62511,-1.346236,-0.307955,0.62577,-1.348944,-0.535542,-0.447344,-1.459398,-0.517871,0.627013,-1.551936,-0.613331,10,2.0
0,-0.781116,-1.562657,-0.662432,0.879766,-1.433422,-1.226536,-0.691585,-0.651309,0.032351,0.743397,-0.619423,-0.418092,-0.796742,-1.150959,-0.347027,0.915126,-1.058683,-0.873361,-0.873955,-1.344802,-0.380622,0.917946,-1.325582,-1.059288,11,6.0
0,-0.482728,-1.562474,-0.93679,0.648147,-1.626208,-0.658748,-0.766809,-0.457424,-0.098876,0.594864,-0.737088,-0.02598,-0.609553,-1.045166,-0.602211,0.667264,-1.23364,-0.386012,-0.641976,-1.487163,-0.841948,0.45287,-1.461452,-0.580552,12,1.0
0,-1.755927,-0.308026,-1.638184,2.009755,-0.249119,-1.30447,-1.037584,-0.287567,-0.528391,1.101414,-0.391671,-0.33457,-1.502797,-0.322638,-1.24017,1.611261,-0.354139,-0.842823,-1.477925,-0.282064,-1.510311,1.904765,-0.199194,-1.221372,13,4.0
0,-0.552497,-1.898857,-0.807686,0.536157,-1.944419,-0.771808,-0.568343,-0.790685,-0.159198,0.537276,-0.748358,-0.264233,-0.582376,-1.472278,-0.499729,0.609322,-1.481651,-0.582705,-0.42508,-1.620261,-0.765754,0.65062,-1.679634,-0.70877,14,6.0
0,-0.523375,-2.156785,-1.116429,0.85724,-2.291155,-0.16718,-0.754837,-0.89665,-0.501135,0.578038,-1.075388,0.279289,-0.637219,-1.752414,-0.930303,0.759547,-1.857872,0.049098,-0.65075,-1.912999,-1.124617,0.669776,-2.162659,-0.245862,15,3.0
0,-0.54559,-1.752381,-0.630493,0.585123,-1.72394,-0.807909,-0.571837,-0.731288,-0.063228,0.606862,-0.76402,-0.304395,-0.612488,-1.385604,-0.388872,0.60807,-1.435123,-0.651536,-0.679887,-1.675512,-0.435664,0.417529,-1.494081,-0.826696,16,2.0
0,-0.560715,-1.701125,-0.709957,0.621856,-1.718228,-0.507654,-0.549819,-0.719956,-0.064681,0.607745,-0.762976,-0.255866,-0.594397,-1.308622,-0.386306,0.604657,-1.375928,-0.451041,-0.642584,-1.565072,-0.458444,0.691053,-1.610581,-0.519339,17,3.0
0,-0.520052,-1.839374,-0.677427,2.067479,-0.820605,-0.264798,-0.684805,-0.744727,-0.198265,1.031465,-0.471728,0.023211,-0.671765,-1.361747,-0.503809,1.680091,-0.70014,-0.13748,-0.471435,-1.514505,-0.715047,1.920169,-0.627365,-0.240378,18,2.0
0,-0.60536,-1.61606,-0.91028,2.151188,-0.229151,0.287995,-0.693335,-0.612002,-0.278447,1.01838,-0.264902,0.236603,-0.690481,-1.258749,-0.727254,1.681514,-0.319858,0.265187,-0.759129,-1.516535,-0.794957,2.012222,-0.180528,0.238198,19,2.0
0,-0.043442,-1.32402,-1.221697,0.631833,0.995102,-0.635946,-0.590706,-0.570152,-0.278329,0.669741,0.016609,-0.685214,-0.425803,-1.026601,-0.793595,0.629377,0.703164,-0.713386,-0.196267,-1.104101,-1.197305,0.668152,0.901128,-0.755544,20,6.0
0,0.747705,-0.38418,-0.834134,0.196465,0.098288,-0.750119,-0.500923,-0.569571,-0.803832,0.702253,-0.902449,0.08702,0.291496,-0.504295,-1.002031,0.423485,-0.337658,-0.778818,0.416653,-0.293206,-0.801932,0.276674,-0.063879,-0.482501,21,4.0
0,-0.438621,-2.104426,-1.03931,1.383081,-1.982342,0.483888,-0.695901,-0.787595,-0.526247,0.663897,-0.883572,0.572143,-0.563846,-1.579524,-0.852951,1.139383,-1.586543,0.586281,-0.588389,-1.842831,-1.026136,1.213943,-1.955298,0.356059,22,3.0
0,-0.777954,-1.557912,-1.002658,0.544333,-1.594376,-0.87453,-0.776161,-0.665319,-0.216447,0.625207,-0.737198,-0.16576,-0.833045,-1.217737,-0.725205,0.623336,-1.275363,-0.613573,-0.700274,-1.326998,-0.966213,0.463517,-1.404507,-0.761678,23,5.0
0,-1.267614,0.568032,-1.627002,0.54672,0.921121,-1.565908,-0.999626,-0.136531,-0.467063,0.870277,-0.017284,-0.776767,-1.201129,0.270731,-1.166494,0.708486,0.517641,-1.273878,-1.141818,0.431293,-1.391273,0.628883,0.59321,-1.542056,24,4.0
0,0.254091,-0.017016,-0.425954,-0.639331,-0.546166,-0.651837,-0.596805,-0.61663,-0.408228,0.645065,-0.849434,-0.548248,0.097175,-0.223171,-0.73751,-0.297384,-0.496127,-0.777943,0.374088,-0.368716,-0.558631,-0.293014,-0.33697,-0.702296,1,4.0
0,-0.550916,-1.598969,-0.822868,1.382427,-1.354248,-0.542618,-0.685972,-0.670237,-0.16399,0.935638,-0.544327,-0.026727,-0.642186,-1.241658,-0.631027,1.233589,-1.043775,-0.355109,-0.560517,-1.423287,-0.86705,1.163881,-1.352256,-0.615426,2,3.0
0,-0.58055,-1.664122,-0.686955,2.075816,0.17794,-0.242372,-0.644581,-0.755904,-0.189643,1.128742,0.063996,0.005771,-0.643832,-1.294168,-0.502979,1.706887,0.140972,-0.122652,-0.672536,-1.494998,-0.511388,2.023965,0.038907,-0.321724,3,3.0
0,0.624648,0.411096,-0.935656,-0.430201,-0.338592,-0.867168,-0.51978,-0.42988,-0.616751,0.42666,-0.639959,-0.443672,0.176149,0.04815,-0.94292,-0.202551,-0.267258,-0.888149,0.281472,0.337174,-1.017322,-0.387189,-0.387666,-0.953128,4,4.0
0,-0.676107,-1.990345,-0.801398,2.311845,-0.016609,-0.714633,-0.656631,-0.746614,-0.252006,1.222315,-0.086102,-0.172025,-0.634085,-1.583405,-0.692247,1.862901,-0.097678,-0.444101,-0.506985,-1.717184,-0.812977,2.146299,-0.25847,-0.73809,5,3.0
0,-2.152617,-0.319821,-0.669954,2.054409,-0.158927,0.150592,-1.147463,-0.149288,-0.078967,1.077212,-0.159517,0.050231,-1.75957,-0.255794,-0.448238,1.621401,-0.169598,0.078536,-2.054568,-0.128113,-0.436455,1.931142,-0.076239,0.115624,6,5.0
0,-0.404504,-1.711693,-0.894299,1.144546,1.389412,0.396094,-0.558965,-0.712409,-0.417104,0.944012,0.252421,0.326977,-0.494999,-1.313335,-0.695299,1.084031,0.943214,0.357589,-0.323525,-1.505925,-0.793275,1.176528,1.295459,0.261917,7,1.0
0,-0.727476,-1.399733,-0.982945,1.407576,-0.562597,-1.505327,-0.805481,-0.557065,0.0981,0.942466,-0.601106,-0.336213,-0.845084,-1.086161,-0.601925,1.250866,-0.597032,-0.913584,-0.728099,-1.176139,-0.972227,1.274795,-0.458438,-1.345546,8,6.0
0,-0.595153,-1.934964,-0.806337,2.229453,-0.232474,-0.847931,-0.631096,-0.759645,-0.219488,1.147158,-0.177766,-0.26613,-0.639304,-1.544223,-0.638228,1.742864,-0.237077,-0.579432,-0.461221,-1.672545,-0.895636,2.057907,-0.391302,-0.884976,9,3.0
0,-0.516733,-1.769106,-0.462719,0.492806,-1.854951,-0.646156,-0.598999,-0.694588,0.008857,0.684252,-0.765935,-0.296577,-0.61982,-1.347629,-0.313046,0.632538,-1.347686,-0.533165,-0.443226,-1.467086,-0.524483,0.684824,-1.511012,-0.601566,10,2.0
0,-0.911902,-1.394757,-0.856712,1.062678,-0.9691,-1.476342,-0.731191,-0.585669,0.004208,0.798766,-0.494264,-0.441992,-0.899808,-0.995922,-0.460204,1.042203,-0.749674,-0.974361,-0.942774,-1.190669,-0.697419,1.06004,-0.908069,-1.217349,11,6.0
0,-0.469225,-1.568662,-0.944211,0.648549,-1.629034,-0.656577,-0.770666,-0.456054,-0.09783,0.596215,-0.738566,-0.025608,-0.611282,-1.044768,-0.601446,0.668763,-1.235698,-0.386114,-0.638918,-1.500825,-0.848613,0.453515,-1.465928,-0.58417,12,1.0
0,-1.455434,0.030237,-1.785314,1.737557,0.088166,-1.496477,-0.975529,-0.213817,-0.557159,1.086472,-0.280542,-0.358186,-1.301726,-0.089089,-1.291601,1.453737,-0.078819,-0.921434,-1.260006,-0.028644,-1.551017,1.664707,0.147068,-1.299917,13,4.0
0,-0.605005,-1.973105,-0.755416,0.572979,-1.973674,-0.747896,-0.567307,-0.80004,-0.150892,0.5423,-0.751063,-0.262617,-0.623382,-1.548821,-0.446891,0.654934,-1.560517,-0.574858,-0.56037,-1.756896,-0.786039,0.696876,-1.789366,-0.750423,14,6.0
0,-0.520726,-2.15833,-1.115931,1.212786,-2.154323,0.042467,-0.756352,-0.907558,-0.507848,0.654334,-1.028614,0.450789,-0.633262,-1.747515,-0.93011,0.965418,-1.731787,0.308473,-0.655192,-1.921143,-1.124725,1.044132,-2.116289,-0.071012,15,3.0
0,-0.584515,-1.756315,-0.631237,0.55772,-1.731855,-0.803904,-0.571128,-0.730949,-0.062884,0.606781,-0.763628,-0.304152,-0.607482,-1.367485,-0.38676,0.607058,-1.442149,-0.654099,-0.67245,-1.646629,-0.405181,0.406413,-1.467046,-0.834507,16,2.0
0,-0.558002,-1.702009,-0.706377,0.618168,-1.724681,-0.503185,-0.549712,-0.720329,-0.063965,0.60854,-0.76311,-0.255482,-0.594384,-1.309897,-0.385089,0.605229,-1.37366,-0.44961,-0.642017,-1.581308,-0.47197,0.681506,-1.56195,-0.516524,17,3.0
0,-0.512452,-1.830233,-0.680294,2.15685,-0.496506,-0.236592,-0.680392,-0.746905,-0.199644,1.09135,-0.344627,0.040749,-0.662381,-1.393813,-0.521281,1.73531,-0.47256,-0.098157,-0.46674,-1.510862,-0.712529,2.031412,-0.318156,-0.2139,18,2.0
0,-0.579797,-1.597562,-0.906556,2.12815,-0.064371,0.356817,-0.680183,-0.613124,-0.282642,1.000172,-0.181128,0.252272,-0.6761,-1.254645,-0.721799,1.667107,-0.179983,0.319203,-0.735974,-1.500436,-0.787317,1.990528,-0.000835,0.317975,19,2.0
0,0.213925,-1.155508,-1.187048,0.570137,1.078261,-0.485656,-0.571127,-0.571156,-0.296199,0.646448,0.109162,-0.677479,-0.239613,-0.924518,-0.84971,0.600377,0.760393,-0.650073,-0.007044,-0.970966,-1.173403,0.634516,0.970594,-0.611969,20,6.0
0,0.983811,-0.060239,-0.466293,0.042558,0.306798,-0.565259,-0.451518,-0.701896,-0.867607,0.893525,-0.985396,0.03043,0.612828,-0.260196,-0.719068,0.329286,0.066014,-0.510794,0.66361,-0.424616,-0.387078,0.241942,0.049643,-0.217795,21,4.0
0,-0.435023,-2.174716,-1.046197,1.71294,-1.735138,0.727353,-0.703424,-0.813203,-0.54291,0.758843,-0.778078,0.687951,-0.567309,-1.628794,-0.873696,1.288562,-1.29832,0.783567,-0.585987,-1.934601,-1.040761,1.570579,-1.733335,0.642482,22,3.0
0,-1.054678,-1.291015,-1.151252,0.703122,-1.376513,-1.012495,-0.85019,-0.567336,-0.198701,0.683677,-0.671351,-0.149766,-0.988653,-0.976082,-0.754522,0.78818,-1.101151,-0.694671,-0.929999,-1.120928,-1.083679,0.670359,-1.322857,-0.912787,23,5.0
0,-0.94602,0.765038,-1.641728,0.242915,1.023713,-1.339145,-0.98806,-0.046507,-0.507503,0.801191,0.07552,-0.8239,-0.958256,0.456166,-1.220891,0.489267,0.616541,-1.180813,-0.871796,0.592911,-1.399489,0.337369,0.762566,-1.463696,24,4.0
0,0.234146,-0.034722,-0.401918,-0.643672,-0.515768,-0.647363,-0.605876,-0.601536,-0.423964,0.63758,-0.832701,-0.551154,0.087908,-0.202889,-0.714614,-0.313211,-0.479224,-0.77528,0.343776,-0.353349,-0.520106,-0.420871,-0.752426,-0.531622,1,4.0
0,-0.542093,-1.603676,-0.826124,1.566687,-1.1889,-0.496907,-0.686465,-0.672269,-0.178498,1.001168,-0.454451,0.00176,-0.636529,-1.240499,-0.633726,1.390993,-0.917512,-0.307874,-0.552689,-1.425001,-0.869893,1.375895,-1.220442,-0.49299,2,3.0
0,-0.575207,-1.663787,-0.686509,2.06517,0.318224,-0.202213,-0.640393,-0.759509,-0.191727,1.123766,0.121895,0.012791,-0.638125,-1.294284,-0.503577,1.684825,0.27467,-0.095284,-0.667884,-1.487305,-0.506677,2.029856,0.178462,-0.273433,3,3.0
0,0.695037,0.368968,-0.538554,-0.647522,-0.371705,-0.582677,-0.369307,-0.536322,-0.781454,0.416067,-0.618702,-0.560427,0.242992,0.089711,-0.725483,-0.465011,-0.454879,-0.779817,0.282245,0.266426,-0.532793,-0.593663,-0.558445,-0.589823,4,4.0
0,-0.678044,-1.977895,-0.813349,2.29889,0.08491,-0.745076,-0.657771,-0.74975,-0.246781,1.225256,-0.03466,-0.170437,-0.63507,-1.582597,-0.687609,1.862427,-0.01114,-0.439413,-0.511188,-1.826205,-0.817539,2.173969,-0.180769,-0.732145,5,3.0
0,-2.146615,-0.093392,-0.627902,2.071914,0.053773,0.239319,-1.149305,-0.077437,-0.113449,1.07072,-0.074,0.068465,-1.77771,-0.100756,-0.430767,1.596451,-0.031623,0.121028,-2.033531,0.071719,-0.418655,1.857509,0.099207,0.102611,6,5.0
0,-0.396782,-1.678991,-0.881539,0.926877,1.413844,0.376022,-0.554783,-0.707103,-0.41422,0.894231,0.306609,0.310467,-0.492412,-1.291957,-0.685448,0.953264,0.975861,0.34388,-0.323462,-1.474119,-0.781653,0.988898,1.319225,0.240745,7,1.0
0,-0.521757,-1.041671,-1.237486,1.266699,0.347924,-1.576737,-0.87347,-0.496675,0.044342,1.004007,-0.430613,-0.564993,-0.872115,-0.854617,-0.510838,1.233323,0.015164,-1.144018,-0.587339,-0.839596,-1.167402,1.199818,0.334313,-1.310683,8,6.0
0,-0.58145,-1.912077,-0.793804,2.235384,0.003066,-0.807594,-0.620088,-0.753186,-0.212827,1.147278,-0.071881,-0.254508,-0.626197,-1.535566,-0.629004,1.73999,-0.059322,-0.552701,-0.458619,-1.735468,-0.906446,2.073649,-0.177863,-0.844498,9,3.0
0,-0.509313,-1.73547,-0.462097,0.612119,-1.8341,-0.640651,-0.590084,-0.682069,0.000674,0.681076,-0.747948,-0.284803,-0.61066,-1.319095,-0.307796,0.66295,-1.321328,-0.521377,-0.434987,-1.401812,-0.502017,0.713182,-1.493818,-0.669632,10,2.0
0,-0.989508,-1.21321,-1.069352,1.228132,-0.365445,-1.587934,-0.779526,-0.479348,-0.1475,0.879146,-0.38041,-0.503169,-0.968217,-0.898637,-0.598174,1.133975,-0.397671,-1.093271,-0.9805,-1.047878,-0.766477,1.138903,-0.482501,-1.380238,11,6.0
0,-0.470628,-1.566433,-0.944594,0.648052,-1.629886,-0.652571,-0.769252,-0.457581,-0.097707,0.597052,-0.739899,-0.025078,-0.610883,-1.046715,-0.602353,0.669854,-1.23718,-0.385379,-0.623509,-1.531441,-0.870955,0.458497,-1.454007,-0.564506,12,1.0
0,-1.126002,0.285539,-1.840523,1.425933,0.417148,-1.443004,-0.958279,-0.12237,-0.528715,1.054825,-0.20083,-0.377572,-1.104449,0.093102,-1.348077,1.29176,0.181441,-1.047172,-1.023259,0.147269,-1.57724,1.263668,0.375079,-1.150081,13,4.0
0,-0.690628,-2.012848,-0.688906,0.68382,-1.91011,-0.751149,-0.597245,-0.791924,-0.136871,0.558899,-0.749544,-0.253476,-0.698241,-1.60032,-0.444887,0.699589,-1.507685,-0.537056,-0.680073,-1.764784,-0.771217,0.80506,-1.732027,-0.738352,14,6.0
0,-0.506108,-2.158154,-1.116951,1.463822,-2.026431,0.191143,-0.756708,-0.913578,-0.514929,0.731326,-0.963502,0.551034,-0.629587,-1.741739,-0.928965,1.189898,-1.655169,0.43212,-0.625586,-1.993408,-1.156109,1.286773,-2.003816,0.106088,15,3.0
0,-0.540481,-1.743232,-0.646981,0.540326,-1.736265,-0.795135,-0.570034,-0.731221,-0.06228,0.607548,-0.763639,-0.304081,-0.594243,-1.372969,-0.39935,0.609111,-1.447488,-0.653921,-0.655494,-1.647433,-0.432927,0.40936,-1.472682,-0.829705,16,2.0
0,-0.557547,-1.703391,-0.707142,0.61819,-1.724727,-0.505474,-0.5489,-0.71993,-0.064467,0.608491,-0.763214,-0.25591,-0.594284,-1.310987,-0.385375,0.605416,-1.373376,-0.449277,-0.641399,-1.570222,-0.453092,0.684345,-1.579027,-0.517405,17,3.0
0,-0.520746,-1.818803,-0.673178,2.226852,-0.194115,-0.179369,-0.679947,-0.748883,-0.198698,1.112523,-0.232113,0.057726,-0.663363,-1.388482,-0.516021,1.785792,-0.2466,-0.063874,-0.46438,-1.51771,-0.71383,2.031827,-0.049421,-0.189147,18,2.0
0,-0.573213,-1.609979,-0.916992,2.16762,0.103202,0.397257,-0.684916,-0.624989,-0.293078,1.017509,-0.120132,0.267266,-0.673553,-1.269074,-0.731376,1.715614,-0.024859,0.372423,-0.715751,-1.545675,-0.807787,1.965899,0.138782,0.368087,19,2.0
0,0.427512,-0.88942,-1.164055,0.560218,1.088328,-0.41463,-0.549423,-0.570803,-0.318801,0.631793,0.146302,-0.674808,0.046521,-0.824187,-0.865125,0.569246,0.795737,-0.614805,0.202874,-0.776677,-1.137407,0.492522,0.923501,-0.331107,20,6.0
0,0.801623,-0.05098,-0.240727,-0.742094,0.176199,-0.025966,-0.276814,-0.679187,-0.71581,0.861221,-0.952438,0.158283,0.640613,-0.259761,-0.68016,-0.285532,-0.202107,-0.159987,0.723571,-0.183072,-0.317062,-0.172461,0.150239,0.114237,21,4.0
0,-0.429097,-2.146911,-1.04587,1.910569,-1.401057,0.908627,-0.704271,-0.815198,-0.549719,0.816621,-0.627962,0.742882,-0.564547,-1.607088,-0.865893,1.437025,-1.055742,0.93505,-0.60423,-1.841468,-1.015731,1.811306,-1.473206,0.795745,22,3.0
0,-1.334405,-1.000549,-1.267032,0.88549,-1.058453,-1.128896,-0.943544,-0.485174,-0.241438,0.777148,-0.634667,-0.140154,-1.244065,-0.782544,-0.802208,1.041298,-0.842663,-0.75551,-1.223154,-0.810593,-1.226337,0.918496,-1.154241,-0.98705,23,5.0
0,-0.634062,0.860736,-1.665465,-0.112523,1.03638,-1.160418,-0.964648,0.022278,-0.519342,0.726546,0.105477,-0.854933,-0.756276,0.520506,-1.198765,0.247033,0.620937,-1.094113,-0.596188,0.799961,-1.428037,0.033211,0.800261,-1.306673,24,4.0
0,0.232438,-0.027134,-0.376071,-0.64667,-0.51174,-0.679982,-0.617812,-0.587737,-0.443909,0.638319,-0.829921,-0.550688,0.090782,-0.196325,-0.701716,-0.32219,-0.47287,-0.771095,0.366914,-0.360686,-0.550309,-0.329035,-0.320609,-0.693743,1,4.0
0,-0.52124,-1.556698,-0.805734,1.745725,-0.890654,-0.388013,-0.674229,-0.654806,-0.188845,1.052392,-0.277821,0.043051,-0.620607,-1.200348,-0.619661,1.489047,-0.605013,-0.183774,-0.487904,-1.395545,-0.674961,1.598398,-0.932174,-0.360969,2,3.0
0,-0.568235,-1.69077,-0.682457,2.054038,0.417189,-0.15856,-0.638587,-0.761421,-0.193298,1.104351,0.156966,0.019143,-0.633706,-1.319714,-0.509979,1.653482,0.339616,-0.081558,-0.668466,-1.499964,-0.506022,2.011224,0.259608,-0.243569,3,3.0
0,0.775483,0.068491,-0.166851,-0.601651,-0.466076,-0.481553,-0.222492,-0.474652,-0.644773,0.494768,-0.834767,-0.370056,0.421916,-0.153403,-0.425259,-0.410225,-0.561685,-0.679971,0.492547,0.168224,-0.357655,-0.588039,-0.620398,-0.444281,4,4.0
0,-0.681856,-1.980697,-0.808103,2.28553,0.157973,-0.765596,-0.658241,-0.752032,-0.24208,1.226291,0.015665,-0.17653,-0.636826,-1.583139,-0.684167,1.863432,0.046811,-0.442136,-0.506923,-1.719588,-0.808881,2.178514,-0.115543,-0.707503,5,3.0
